id,source_file,dataset_key,series_year,period_start,period_end,period_label,jurisdiction,jurisdiction_slug,location,location_slug,age_group,age_group_slug,metric_key,metric_label,metric_group,detection_method,detection_method_slug,fines,arrests,charges,total_actions
fines-06829,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,0-16,0-16,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,6,9,15
fines-06830,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,1,0,0,1
fines-06831,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,21,0,0,21
fines-06832,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,17-25,17-25,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,35,55,90
fines-06833,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,1,0,0,1
fines-06834,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,50,0,0,50
fines-06835,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,26-39,26-39,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,54,132,186
fines-06836,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,2,0,0,2
fines-06837,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,3,0,0,3
fines-06838,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,58,0,0,58
fines-06839,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,40-64,40-64,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,31,154,185
fines-06840,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,1,0,0,1
fines-06841,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,21,0,0,21
fines-06842,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,65 and over,65-and-over,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,0,6,6
fines-06843,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,1,0,0,1
fines-06844,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Unknown,unknown,Unknown,unknown,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,12,0,0,12
fines-06845,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Very Remote Australia,very-remote-australia,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,2,0,0,2
fines-06846,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Very Remote Australia,very-remote-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,22,0,0,22
fines-06847,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Very Remote Australia,very-remote-australia,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,5,0,0,5
fines-06848,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Very Remote Australia,very-remote-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,69,0,1,70
fines-06849,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Very Remote Australia,very-remote-australia,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,3,0,0,3
fines-06850,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Very Remote Australia,very-remote-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,56,0,0,56
fines-06851,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Very Remote Australia,very-remote-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,9,0,0,9
fines-06852,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Very Remote Australia,very-remote-australia,65 and over,65-and-over,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,1,0,0,1
fines-06853,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,SA,sa,Very Remote Australia,very-remote-australia,Unknown,unknown,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,11,0,0,11
fines-06854,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,0-16,0-16,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,0,0,1,1
fines-06855,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,0-16,0-16,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,0,4,4
fines-06856,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Fixed or mobile camera,fixed-or-mobile-camera,7,0,0,7
fines-06857,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,44,0,1,45
fines-06858,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,28,0,0,28
fines-06859,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,14,0,0,14
fines-06860,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,621,0,0,621
fines-06861,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,470,0,10,480
fines-06862,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,17-25,17-25,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,8,0,12,20
fines-06863,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Fixed or mobile camera,fixed-or-mobile-camera,47,0,0,47
fines-06864,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,87,0,2,89
fines-06865,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,72,0,0,72
fines-06866,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,25,0,3,28
fines-06867,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1570,0,0,1570
fines-06868,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,812,0,9,821
fines-06869,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,26-39,26-39,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,9,0,80,89
fines-06870,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Fixed or mobile camera,fixed-or-mobile-camera,42,0,0,42
fines-06871,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,57,0,0,57
fines-06872,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,101,0,0,101
fines-06873,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,28,0,0,28
fines-06874,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,2323,0,0,2323
fines-06875,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,817,0,6,823
fines-06876,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,40-64,40-64,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,13,0,49,62
fines-06877,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,mobile_phone_use,Mobile phone use,Distraction,Fixed or mobile camera,fixed-or-mobile-camera,10,0,0,10
fines-06878,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,mobile_phone_use,Mobile phone use,Distraction,Police issued,police-issued,13,0,0,13
fines-06879,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed or mobile camera,fixed-or-mobile-camera,44,0,0,44
fines-06880,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,13,0,2,15
fines-06881,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1041,0,0,1041
fines-06882,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Police issued,police-issued,289,0,0,289
fines-06883,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,65 and over,65-and-over,unlicensed_driving,Unlicensed driving,Licensing,Not applicable,not-applicable,0,0,1,1
fines-06884,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,Unknown,unknown,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Police issued,police-issued,1,0,0,1
fines-06885,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,TAS,tas,Unknown,unknown,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Fixed or mobile camera,fixed-or-mobile-camera,1,0,0,1
fines-06886,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,0-16,0-16,mobile_phone_use,Mobile phone use,Distraction,Fixed camera,fixed-camera,0,0,0,0
fines-06887,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,0-16,0-16,mobile_phone_use,Mobile phone use,Distraction,Mobile camera,mobile-camera,0,0,0,0
fines-06888,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,0-16,0-16,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed camera,fixed-camera,0,0,0,0
fines-06889,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,0-16,0-16,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Mobile camera,mobile-camera,0,0,0,0
fines-06890,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,0-16,0-16,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,0,0,0,0
fines-06891,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,0-16,0-16,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,0,0,0,0
fines-06892,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Fixed camera,fixed-camera,0,0,0,0
fines-06893,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Mobile camera,mobile-camera,0,0,0,0
fines-06894,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed camera,fixed-camera,0,0,0,0
fines-06895,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Mobile camera,mobile-camera,0,0,0,0
fines-06896,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,9,0,0,9
fines-06897,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,17-25,17-25,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,24,0,0,24
fines-06898,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Fixed camera,fixed-camera,0,0,0,0
fines-06899,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,mobile_phone_use,Mobile phone use,Distraction,Mobile camera,mobile-camera,0,0,0,0
fines-06900,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed camera,fixed-camera,0,0,0,0
fines-06901,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Mobile camera,mobile-camera,2,0,0,2
fines-06902,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,15,0,0,15
fines-06903,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,26-39,26-39,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,21,0,0,21
fines-06904,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Fixed camera,fixed-camera,0,0,0,0
fines-06905,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,40-64,40-64,mobile_phone_use,Mobile phone use,Distraction,Mobile camera,mobile-camera,0,0,0,0
fines-06906,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed camera,fixed-camera,0,0,0,0
fines-06907,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,40-64,40-64,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Mobile camera,mobile-camera,2,0,0,2
fines-06908,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,4,0,0,4
fines-06909,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,40-64,40-64,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,45,0,0,45
fines-06910,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,65 and over,65-and-over,mobile_phone_use,Mobile phone use,Distraction,Fixed camera,fixed-camera,0,0,0,0
fines-06911,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,65 and over,65-and-over,mobile_phone_use,Mobile phone use,Distraction,Mobile camera,mobile-camera,0,0,0,0
fines-06912,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed camera,fixed-camera,0,0,0,0
fines-06913,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,65 and over,65-and-over,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Mobile camera,mobile-camera,0,0,0,0
fines-06914,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,5,0,0,5
fines-06915,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,65 and over,65-and-over,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,8,0,0,8
fines-06916,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,Unknown,unknown,mobile_phone_use,Mobile phone use,Distraction,Fixed camera,fixed-camera,0,0,0,0
fines-06917,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,Unknown,unknown,mobile_phone_use,Mobile phone use,Distraction,Mobile camera,mobile-camera,2,0,0,2
fines-06918,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,Unknown,unknown,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed camera,fixed-camera,0,0,0,0
fines-06919,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,Unknown,unknown,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Mobile camera,mobile-camera,7,0,0,7
fines-06920,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,1,0,0,1
fines-06921,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Inner Regional Australia,inner-regional-australia,Unknown,unknown,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,1,0,0,1
fines-06922,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Major Cities of Australia,major-cities-of-australia,0-16,0-16,mobile_phone_use,Mobile phone use,Distraction,Fixed camera,fixed-camera,0,0,0,0
fines-06923,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Major Cities of Australia,major-cities-of-australia,0-16,0-16,mobile_phone_use,Mobile phone use,Distraction,Mobile camera,mobile-camera,0,0,0,0
fines-06924,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Major Cities of Australia,major-cities-of-australia,0-16,0-16,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed camera,fixed-camera,0,0,0,0
fines-06925,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Major Cities of Australia,major-cities-of-australia,0-16,0-16,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Mobile camera,mobile-camera,0,0,0,0
fines-06926,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Major Cities of Australia,major-cities-of-australia,0-16,0-16,speed_fines,Speeding fines,Speed enforcement,Fixed camera,fixed-camera,0,0,0,0
fines-06927,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Major Cities of Australia,major-cities-of-australia,0-16,0-16,speed_fines,Speeding fines,Speed enforcement,Mobile camera,mobile-camera,0,0,0,0
fines-06928,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Major Cities of Australia,major-cities-of-australia,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Fixed camera,fixed-camera,0,0,0,0
fines-06929,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Major Cities of Australia,major-cities-of-australia,17-25,17-25,mobile_phone_use,Mobile phone use,Distraction,Mobile camera,mobile-camera,1,0,0,1
fines-06930,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Major Cities of Australia,major-cities-of-australia,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Fixed camera,fixed-camera,0,0,0,0
fines-06931,police_enforcement_2024_fines.xlsx,police-enforcement-fines,2024,2024-12-01,2024-12-31,Dec 2024,VIC,vic,Major Cities of Australia,major-cities-of-australia,17-25,17-25,non_wearing_seatbelts,Seatbelt non-compliance,Vehicle safety,Mobile camera,mobile-camera,2,0,0,2
